Manufacturer,xEV Model Name,Variant Name,Vehicle Type & Segment,Vehicle CMVR Category,Incentive Amount (In INR),Status,Links
Lohia Auto Industries,NARAIN i,N/A,Three Wheeler ( e-3W ),e-rickshaw,37695,ACTIVE,"{""Range (Km)"": ""112.91"", ""Max. Speed (Km/Hr)"": ""0"", ""Acceleration (m/s2)"": ""0"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""4.51"", ""Battery Technology"": ""Lithium ion (Lithium Iron phosphate)"", ""Battery Capacity (kWh)"": ""3.8"", ""Battery Density (Wh/Kg)"": ""98"", ""Battery cycle (No. of Cycles)"": ""1000""}"
Lohia Auto Industries,NARAIN iCE,N/A,Three Wheeler ( e-3W ),e-rickshaw,38000,ACTIVE,"{""Range (Km)"": ""112.91"", ""Max. Speed (Km/Hr)"": ""0"", ""Acceleration (m/s2)"": ""0"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""4.51"", ""Battery Technology"": ""Lithium ion (Lithium Iron phosphate)"", ""Battery Capacity (kWh)"": ""3.8"", ""Battery Density (Wh/Kg)"": ""98"", ""Battery cycle (No. of Cycles)"": ""1000""}"
Lohia Auto Industries,Humsafar iB,N/A,Three Wheeler ( e-3W ),L5N,76000,EXPIRED,"{""Range (Km)"": ""111"", ""Max. Speed (Km/Hr)"": ""40"", ""Acceleration (m/s2)"": ""0.65"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""8.53"", ""Battery Technology"": ""Lithium ion (Lithium Iron phosphate)"", ""Battery Capacity (kWh)"": ""7.6"", ""Battery Density (Wh/Kg)"": ""98"", ""Battery cycle (No. of Cycles)"": ""1000""}"
Lohia Auto Industries,Narain Xi,N/A,Three Wheeler ( e-3W ),e-rickshaw,42600,ACTIVE,"{""Range (Km)"": ""137"", ""Max. Speed (Km/Hr)"": ""0"", ""Acceleration (m/s2)"": ""0"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""4.45"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""4.40"", ""Battery Density (Wh/Kg)"": ""127.1"", ""Battery cycle (No. of Cycles)"": ""2500""}"
Lohia Auto Industries,Narain XIU,N/A,Three Wheeler ( e-3W ),e-rickshaw,44000,ACTIVE,"{""Range (Km)"": ""137"", ""Max. Speed (Km/Hr)"": ""0"", ""Acceleration (m/s2)"": ""0"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""4.45"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""4.40"", ""Battery Density (Wh/Kg)"": ""127.1"", ""Battery cycle (No. of Cycles)"": ""2500""}"
Omega Seiki Pvt Ltd,RAGE+,RAGE+,Three Wheeler ( e-3W ),L5N,75000,ACTIVE,"{""Range (Km)"": ""89.32"", ""Max. Speed (Km/Hr)"": ""40"", ""Acceleration (m/s2)"": ""0.65"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""8.34"", ""Battery Technology"": ""Lithium ion (Lithium Iron phosphate)"", ""Battery Capacity (kWh)"": ""7.5"", ""Battery Density (Wh/Kg)"": ""98"", ""Battery cycle (No. of Cycles)"": ""1000""}"
Omega Seiki Pvt Ltd,RAGE+ 125,N/A,Three Wheeler ( e-3W ),L5N,108000,ACTIVE,"{""Range (Km)"": ""151"", ""Max. Speed (Km/Hr)"": ""45"", ""Acceleration (m/s2)"": ""0.65"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""8.53"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""10.80"", ""Battery Density (Wh/Kg)"": ""169.69"", ""Battery cycle (No. of Cycles)"": ""3500""}"
Omega Seiki Pvt Ltd,RAGE+ SWAP,N/A,Three Wheeler ( e-3W ),L5N,47000,ACTIVE,"{""Range (Km)"": ""89"", ""Max. Speed (Km/Hr)"": ""40"", ""Acceleration (m/s2)"": ""0.65"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""7.45"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""4.70"", ""Battery Density (Wh/Kg)"": ""188"", ""Battery cycle (No. of Cycles)"": ""2000""}"
Omega Seiki Pvt Ltd,RAGE+ A85,N/A,Three Wheeler ( e-3W ),L5N,85000,ACTIVE,"{""Range (Km)"": ""115"", ""Max. Speed (Km/Hr)"": ""40"", ""Acceleration (m/s2)"": ""0.65"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""9.01"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""8.50"", ""Battery Density (Wh/Kg)"": ""168.75"", ""Battery cycle (No. of Cycles)"": ""2000""}"
Omega Seiki Pvt Ltd,RAGE+ RAPID,N/A,Three Wheeler ( e-3W ),L5N,58000,ACTIVE,"{""Range (Km)"": ""88"", ""Max. Speed (Km/Hr)"": ""40"", ""Acceleration (m/s2)"": ""0.65"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""9.43"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""5.80"", ""Battery Density (Wh/Kg)"": ""74.79"", ""Battery cycle (No. of Cycles)"": ""10000""}"
Keto Motors Private Limited,BULKe plus 2.0,N/A,Three Wheeler ( e-3W ),L5N,99540,EXPIRED,"{""Range (Km)"": ""187.69"", ""Max. Speed (Km/Hr)"": ""40"", ""Acceleration (m/s2)"": ""0.65"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""7.16"", ""Battery Technology"": ""Lithium ion (Lithium Iron phosphate)"", ""Battery Capacity (kWh)"": ""12.6"", ""Battery Density (Wh/Kg)"": ""134.73"", ""Battery cycle (No. of Cycles)"": ""1500""}"
Keto Motors Private Limited,BULKe,N/A,Three Wheeler ( e-3W ),L5N,96000,EXPIRED,"{""Range (Km)"": ""187.69"", ""Max. Speed (Km/Hr)"": ""40"", ""Acceleration (m/s2)"": ""0.65"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""7.17"", ""Battery Technology"": ""Lithium ion (Lithium Iron phosphate)"", ""Battery Capacity (kWh)"": ""12.6"", ""Battery Density (Wh/Kg)"": ""134.73"", ""Battery cycle (No. of Cycles)"": ""1500""}"
Keto Motors Private Limited,BULKe Plus 2.1,N/A,Three Wheeler ( e-3W ),L5N,91637,EXPIRED,"{""Range (Km)"": ""148.1"", ""Max. Speed (Km/Hr)"": ""40"", ""Acceleration (m/s2)"": ""0.65"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""8.66"", ""Battery Technology"": ""Lithium Ion (Lithium Ferro Phosphate)"", ""Battery Capacity (kWh)"": ""9.8"", ""Battery Density (Wh/Kg)"": ""140"", ""Battery cycle (No. of Cycles)"": ""1500""}"
Keto Motors Private Limited,BULKe 1.0,N/A,Three Wheeler ( e-3W ),L5N,89642,EXPIRED,"{""Range (Km)"": ""148.1"", ""Max. Speed (Km/Hr)"": ""40"", ""Acceleration (m/s2)"": ""0.65"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""8.66"", ""Battery Technology"": ""Lithium Ferro Phosphate"", ""Battery Capacity (kWh)"": ""9.8"", ""Battery Density (Wh/Kg)"": ""140"", ""Battery cycle (No. of Cycles)"": ""1500""}"
Keto Motors Private Limited,TriLux,N/A,Three Wheeler ( e-3W ),L5M,79821,ACTIVE,"{""Range (Km)"": ""148.1"", ""Max. Speed (Km/Hr)"": ""40"", ""Acceleration (m/s2)"": ""0.65"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""8.66"", ""Battery Technology"": ""Lithium Ion (Lithium Ferro Phosphate)"", ""Battery Capacity (kWh)"": ""9.8"", ""Battery Density (Wh/Kg)"": ""140"", ""Battery cycle (No. of Cycles)"": ""1500""}"
Keto Motors Private Limited,TriLux 1.0,N/A,Three Wheeler ( e-3W ),L5M,78000,ACTIVE,"{""Range (Km)"": ""88"", ""Max. Speed (Km/Hr)"": ""45"", ""Acceleration (m/s2)"": ""0.65"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""6.98"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""7.80"", ""Battery Density (Wh/Kg)"": ""194.42"", ""Battery cycle (No. of Cycles)"": ""4000""}"
Keto Motors Private Limited,BULKe Plus 2.2,N/A,Three Wheeler ( e-3W ),L5N,78000,ACTIVE,"{""Range (Km)"": ""88"", ""Max. Speed (Km/Hr)"": ""45"", ""Acceleration (m/s2)"": ""0.65"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""6.98"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""7.80"", ""Battery Density (Wh/Kg)"": ""194.42"", ""Battery cycle (No. of Cycles)"": ""4000""}"
Grd Motors,DAVRATH EXPRESS,N/A,Three Wheeler ( e-3W ),e-rickshaw,35000,ACTIVE,"{""Range (Km)"": ""111.60"", ""Max. Speed (Km/Hr)"": ""0"", ""Acceleration (m/s2)"": ""0"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""6.99"", ""Battery Technology"": ""Lithium-Ion (Lithium Iron phosphate)"", ""Battery Capacity (kWh)"": ""4.4"", ""Battery Density (Wh/Kg)"": ""76.05"", ""Battery cycle (No. of Cycles)"": ""2000""}"
Etrio Automobiles Private Ltd.,Touro Max Loader,N/A,Three Wheeler ( e-3W ),L5N,73500,EXPIRED,"{""Range (Km)"": ""114.4"", ""Max. Speed (Km/Hr)"": ""40"", ""Acceleration (m/s2)"": ""0.65"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""9.54"", ""Battery Technology"": ""Lithium Iron phosphate"", ""Battery Capacity (kWh)"": ""7.7"", ""Battery Density (Wh/Kg)"": ""123"", ""Battery cycle (No. of Cycles)"": ""3000""}"
Etrio Automobiles Private Ltd.,Touro Mini loader,N/A,Three Wheeler ( e-3W ),e-cart,38300,EXPIRED,"{""Range (Km)"": ""105"", ""Max. Speed (Km/Hr)"": ""0"", ""Acceleration (m/s2)"": ""0"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""4.83"", ""Battery Technology"": ""Lithium Ferro Phosphate"", ""Battery Capacity (kWh)"": ""3.83"", ""Battery Density (Wh/Kg)"": ""123"", ""Battery cycle (No. of Cycles)"": ""3000""}"
Etrio Automobiles Private Ltd.,Touro Mini Passenger,N/A,Three Wheeler ( e-3W ),e-rickshaw,38300,EXPIRED,"{""Range (Km)"": ""105"", ""Max. Speed (Km/Hr)"": ""0"", ""Acceleration (m/s2)"": ""0"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""4.83"", ""Battery Technology"": ""Lithium Ferro Phosphate"", ""Battery Capacity (kWh)"": ""3.83"", ""Battery Density (Wh/Kg)"": ""123"", ""Battery cycle (No. of Cycles)"": ""3000""}"
Etrio Automobiles Private Ltd.,Touro Max+ Flat,N/A,Three Wheeler ( e-3W ),L5N,82790,ACTIVE,"{""Range (Km)"": ""127"", ""Max. Speed (Km/Hr)"": ""40"", ""Acceleration (m/s2)"": ""0.65"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""7.94"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""10.20"", ""Battery Density (Wh/Kg)"": ""142.22"", ""Battery cycle (No. of Cycles)"": ""2500""}"
Etrio Automobiles Private Ltd.,Touro Max+ Loader,N/A,Three Wheeler ( e-3W ),L5N,83790,ACTIVE,"{""Range (Km)"": ""127"", ""Max. Speed (Km/Hr)"": ""40"", ""Acceleration (m/s2)"": ""0.65"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""7.94"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""10.20"", ""Battery Density (Wh/Kg)"": ""142.22"", ""Battery cycle (No. of Cycles)"": ""2500""}"
Etrio Automobiles Private Ltd.,Touro Max+ Delivery,N/A,Three Wheeler ( e-3W ),L5N,90870,ACTIVE,"{""Range (Km)"": ""127"", ""Max. Speed (Km/Hr)"": ""40"", ""Acceleration (m/s2)"": ""0.65"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""7.94"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""10.20"", ""Battery Density (Wh/Kg)"": ""142.22"", ""Battery cycle (No. of Cycles)"": ""2500""}"
Om Balajee Automobile India Pvt Ltd,e VIKAS,N/A,Three Wheeler ( e-3W ),L5M,81800,ACTIVE,"{""Range (Km)"": ""102.96"", ""Max. Speed (Km/Hr)"": ""40"", ""Acceleration (m/s2)"": ""0.65"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""9.87"", ""Battery Technology"": ""Lithium-Ion (Lithium Ferro phosphate)"", ""Battery Capacity (kWh)"": ""9.6"", ""Battery Density (Wh/Kg)"": ""116"", ""Battery cycle (No. of Cycles)"": ""1500""}"
Om Balajee Automobile India Pvt Ltd,e VIKAS FERRI,N/A,Three Wheeler ( e-3W ),L5N,81800,ACTIVE,"{""Range (Km)"": ""102.96"", ""Max. Speed (Km/Hr)"": ""40"", ""Acceleration (m/s2)"": ""0.65"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""9.87"", ""Battery Technology"": ""Lithium Ferro Phosphate"", ""Battery Capacity (kWh)"": ""9.6"", ""Battery Density (Wh/Kg)"": ""116"", ""Battery cycle (No. of Cycles)"": ""1500""}"
Scooters India Limited,VIKRAM Vidyut Passenger Carrier(6P+1D),N/A,Three Wheeler ( e-3W ),L5M,108000,EXPIRED,"{""Range (Km)"": ""168.7"", ""Max. Speed (Km/Hr)"": ""40"", ""Acceleration (m/s2)"": ""0.65"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""6.29"", ""Battery Technology"": ""Lithium ion (Lithium Iron phosphate)"", ""Battery Capacity (kWh)"": ""16.2"", ""Battery Density (Wh/Kg)"": ""135"", ""Battery cycle (No. of Cycles)"": ""2000""}"
Mlr Auto Ltd,TEJA HANDY CARGO NORMAL DECK EV,TEJA HANDY CARGO NORMAL DECK EV,Three Wheeler ( e-3W ),L5N,75000,EXPIRED,"{""Range (Km)"": ""133"", ""Max. Speed (Km/Hr)"": ""46.2"", ""Acceleration (m/s2)"": ""1.6"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""6.34"", ""Battery Technology"": ""LIFe PO4(Lithium Iron phosphate)"", ""Battery Capacity (kWh)"": ""7.5"", ""Battery Density (Wh/Kg)"": ""146"", ""Battery cycle (No. of Cycles)"": ""2000""}"
Mlr Auto Ltd,ePRO CARGO,N/A,Three Wheeler ( e-3W ),L5N,79000,ACTIVE,"{""Range (Km)"": ""119"", ""Max. Speed (Km/Hr)"": ""49.8"", ""Acceleration (m/s2)"": ""0.67"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""7.3"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""8.50"", ""Battery Density (Wh/Kg)"": ""168"", ""Battery cycle (No. of Cycles)"": ""1000""}"
Mlr Auto Ltd,ePRO CITY,ePRO CITY,Three Wheeler ( e-3W ),L5M,76083,,"{""Range (Km)"": ""144"", ""Max. Speed (Km/Hr)"": ""49.8"", ""Acceleration (m/s2)"": ""0.67"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""9.8"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""8.50"", ""Battery Density (Wh/Kg)"": ""168"", ""Battery cycle (No. of Cycles)"": ""1000""}"
Bajaj Auto Ltd,CHETAK 2403 Premium,CHETAK 2403 Premium,Two Wheeler ( e-2W ),L2,45000,EXPIRED,"{""Range (Km)"": ""154"", ""Max. Speed (Km/Hr)"": ""61.1"", ""Acceleration (m/s2)"": ""1.48"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""2.8"", ""Battery Technology"": ""Lithium Nickel Cobalt Aluminum oxide"", ""Battery Capacity (kWh)"": ""3.0"", ""Battery Density (Wh/Kg)"": ""240"", ""Battery cycle (No. of Cycles)"": ""1000""}"
Bajaj Auto Ltd,CHETAK 2403 Urbane,Chetak 2403 Urbane,Two Wheeler ( e-2W ),L2,45000,ACTIVE,"{""Range (Km)"": ""154"", ""Max. Speed (Km/Hr)"": ""61.1"", ""Acceleration (m/s2)"": ""1.48"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""2.8"", ""Battery Technology"": ""Lithium Nickel Cobalt Aluminum oxide"", ""Battery Capacity (kWh)"": ""3.0"", ""Battery Density (Wh/Kg)"": ""240"", ""Battery cycle (No. of Cycles)"": ""1000""}"
Bajaj Auto Ltd,Chetak 2413 Premium,Chetak 2413 Premium,Two Wheeler ( e-2W ),L2,43500,ACTIVE,"{""Range (Km)"": ""108"", ""Max. Speed (Km/Hr)"": ""61.7"", ""Acceleration (m/s2)"": ""2.1"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""3.1"", ""Battery Technology"": ""Lithium Nickel Cobalt Aluminum oxide"", ""Battery Capacity (kWh)"": ""2.9"", ""Battery Density (Wh/Kg)"": ""231"", ""Battery cycle (No. of Cycles)"": ""1000""}"
Bajaj Auto Ltd,RE E-TEC 9.0,RE E-TEC 9.0,Three Wheeler ( e-3W ),L5M,89000,ACTIVE,"{""Range (Km)"": ""178"", ""Max. Speed (Km/Hr)"": ""45.4"", ""Acceleration (m/s2)"": ""0.99"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""7.1"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""8.90"", ""Battery Density (Wh/Kg)"": ""173"", ""Battery cycle (No. of Cycles)"": ""1000""}"
Bajaj Auto Ltd,Maxima Cargo E-TEC 12.0,Maxima Cargo E-TEC 12.0,Three Wheeler ( e-3W ),L5N,111505,ACTIVE,"{""Range (Km)"": ""183"", ""Max. Speed (Km/Hr)"": ""41"", ""Acceleration (m/s2)"": ""0.91"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""8.6"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""11.87"", ""Battery Density (Wh/Kg)"": ""173"", ""Battery cycle (No. of Cycles)"": ""1000""}"
Bajaj Auto Ltd,Maxima Cargo E-TEC 9.0,Maxima Cargo E-TEC 9.0,Three Wheeler ( e-3W ),L5N,89000,ACTIVE,"{""Range (Km)"": ""149"", ""Max. Speed (Km/Hr)"": ""41"", ""Acceleration (m/s2)"": ""0.8"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""7.5"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""8.90"", ""Battery Density (Wh/Kg)"": ""173"", ""Battery cycle (No. of Cycles)"": ""1000""}"
Kabira Mobility Llp,Intercity 300,N/A,Two Wheeler ( e-2W ),L1,42300,EXPIRED,"{""Range (Km)"": ""134"", ""Max. Speed (Km/Hr)"": ""58.4"", ""Acceleration (m/s2)"": ""0.99"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""2.7"", ""Battery Technology"": ""Nickel Manganese Cobalt"", ""Battery Capacity (kWh)"": ""2.82"", ""Battery Density (Wh/Kg)"": ""224"", ""Battery cycle (No. of Cycles)"": ""1000""}"
Kabira Mobility Llp,Intercity 350,N/A,Two Wheeler ( e-2W ),L1,42300,EXPIRED,"{""Range (Km)"": ""134"", ""Max. Speed (Km/Hr)"": ""52.4"", ""Acceleration (m/s2)"": ""1.5"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""2.7"", ""Battery Technology"": ""Nickel Manganese Cobalt"", ""Battery Capacity (kWh)"": ""2.82"", ""Battery Density (Wh/Kg)"": ""224"", ""Battery cycle (No. of Cycles)"": ""1000""}"
Kabira Mobility Llp,Hermes 75,N/A,Two Wheeler ( e-2W ),L1,42300,EXPIRED,"{""Range (Km)"": ""122"", ""Max. Speed (Km/Hr)"": ""52"", ""Acceleration (m/s2)"": ""1.7"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""2.9"", ""Battery Technology"": ""Nickel Manganese Cobalt"", ""Battery Capacity (kWh)"": ""2.82"", ""Battery Density (Wh/Kg)"": ""224"", ""Battery cycle (No. of Cycles)"": ""1000""}"
Kabira Mobility Llp,KM 3000,KM 3000,Two Wheeler ( e-2W ),L2,42000,ACTIVE,"{""Range (Km)"": ""95"", ""Max. Speed (Km/Hr)"": ""65"", ""Acceleration (m/s2)"": ""1.61"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""2.7"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""2.80"", ""Battery Density (Wh/Kg)"": ""224"", ""Battery cycle (No. of Cycles)"": ""1000""}"
Kabira Mobility Llp,KM 4000,KM 4000,Two Wheeler ( e-2W ),L2,42000,ACTIVE,"{""Range (Km)"": ""95"", ""Max. Speed (Km/Hr)"": ""75.4"", ""Acceleration (m/s2)"": ""1.62"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""2.7"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""2.80"", ""Battery Density (Wh/Kg)"": ""224"", ""Battery cycle (No. of Cycles)"": ""1000""}"
Continental Engines Private Limited,Baxy Cargo Super King-EV,N/A,Three Wheeler ( e-3W ),L5N,75000,EXPIRED,"{""Range (Km)"": ""115"", ""Max. Speed (Km/Hr)"": ""51.3"", ""Acceleration (m/s2)"": ""0.67"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""7.0"", ""Battery Technology"": ""Nickel Manganese Cobalt"", ""Battery Capacity (kWh)"": ""7.50"", ""Battery Density (Wh/Kg)"": ""168.7"", ""Battery cycle (No. of Cycles)"": ""1000""}"
Continental Engines Private Limited,BAXY  PRO,N/A,Three Wheeler ( e-3W ),L5M,85000,ACTIVE,"{""Range (Km)"": ""134"", ""Max. Speed (Km/Hr)"": ""51"", ""Acceleration (m/s2)"": ""0.76"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""8.6"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""8.50"", ""Battery Density (Wh/Kg)"": ""168.7"", ""Battery cycle (No. of Cycles)"": ""1000""}"
Microcon I2i Private Limited,Anav12,N/A,Two Wheeler ( e-2W ),L1,30000,EXPIRED,"{""Range (Km)"": ""81.98"", ""Max. Speed (Km/Hr)"": ""40"", ""Acceleration (m/s2)"": ""0.65"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""3.46"", ""Battery Technology"": ""Lithium Ion"", ""Battery Capacity (kWh)"": ""2.0"", ""Battery Density (Wh/Kg)"": ""221"", ""Battery cycle (No. of Cycles)"": ""1000""}"
Euler Motors Pvt Ltd,HiLoad DV,N/A,Three Wheeler ( e-3W ),L5N,96000,EXPIRED,"{""Range (Km)"": ""150"", ""Max. Speed (Km/Hr)"": ""43.5"", ""Acceleration (m/s2)"": ""0.67"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""7.7"", ""Battery Technology"": ""Nickel Cobalt Aluminum"", ""Battery Capacity (kWh)"": ""11.5"", ""Battery Density (Wh/Kg)"": ""141.66"", ""Battery cycle (No. of Cycles)"": ""2000""}"
Euler Motors Pvt Ltd,HiLoad PV,N/A,Three Wheeler ( e-3W ),L5N,94000,EXPIRED,"{""Range (Km)"": ""129"", ""Max. Speed (Km/Hr)"": ""43.5"", ""Acceleration (m/s2)"": ""0.67"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""9.6"", ""Battery Technology"": ""Nickel Cobalt Aluminum"", ""Battery Capacity (kWh)"": ""11.5"", ""Battery Density (Wh/Kg)"": ""141.66"", ""Battery cycle (No. of Cycles)"": ""2000""}"
Euler Motors Pvt Ltd,Hi Load EV PVXR13,N/A,Three Wheeler ( e-3W ),L5N,106300,ACTIVE,"{""Range (Km)"": ""170"", ""Max. Speed (Km/Hr)"": ""44.6"", ""Acceleration (m/s2)"": ""0.69"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""7.9"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""10.70"", ""Battery Density (Wh/Kg)"": ""257"", ""Battery cycle (No. of Cycles)"": ""2000""}"
Euler Motors Pvt Ltd,HiLoad EV DVXR13,N/A,Three Wheeler ( e-3W ),L5N,107000,ACTIVE,"{""Range (Km)"": ""170"", ""Max. Speed (Km/Hr)"": ""44.6"", ""Acceleration (m/s2)"": ""0.69"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""7.9"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""10.70"", ""Battery Density (Wh/Kg)"": ""257"", ""Battery cycle (No. of Cycles)"": ""2000""}"
Euler Motors Pvt Ltd,HiLoad EV HDXR13,N/A,Three Wheeler ( e-3W ),L5N,107000,ACTIVE,"{""Range (Km)"": ""170"", ""Max. Speed (Km/Hr)"": ""44.6"", ""Acceleration (m/s2)"": ""0.69"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""7.9"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""10.70"", ""Battery Density (Wh/Kg)"": ""257"", ""Battery cycle (No. of Cycles)"": ""2000""}"
Sks Trade India Pvt Ltd,ARZOO LI,N/A,Three Wheeler ( e-3W ),e-rickshaw,39000,EXPIRED,"{""Range (Km)"": ""101.6"", ""Max. Speed (Km/Hr)"": ""0"", ""Acceleration (m/s2)"": ""0.00"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""6.22"", ""Battery Technology"": ""Lithium Ferro Phosphate "", ""Battery Capacity (kWh)"": ""4.4"", ""Battery Density (Wh/Kg)"": ""98"", ""Battery cycle (No. of Cycles)"": ""2000""}"
Sks Trade India Pvt Ltd,ARZOO EC-LI,N/A,Three Wheeler ( e-3W ),e-cart,39000,ACTIVE,"{""Range (Km)"": ""123"", ""Max. Speed (Km/Hr)"": ""0"", ""Acceleration (m/s2)"": ""0.00"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""4.35"", ""Battery Technology"": ""Lithium Ferro Phosphate "", ""Battery Capacity (kWh)"": ""4.4"", ""Battery Density (Wh/Kg)"": ""98"", ""Battery cycle (No. of Cycles)"": ""2000""}"
J.s. Auto Pvt Ltd.,JSA E-RICKSHAW LI,N/A,Three Wheeler ( e-3W ),e-rickshaw,33600,ACTIVE,"{""Range (Km)"": ""115"", ""Max. Speed (Km/Hr)"": ""00"", ""Acceleration (m/s2)"": ""0"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""5.67"", ""Battery Technology"": ""Lithium Iron Phosphate"", ""Battery Capacity (kWh)"": ""4.10"", ""Battery Density (Wh/Kg)"": ""152.4"", ""Battery cycle (No. of Cycles)"": ""3500""}"
